"gene","ctrl_1","ctrl_2","ctrl_3","hot_1","hot_2","hot_3","cold_1","cold_2","cold_3"
"CG33123",2121,996,354,4026,3791,711,865,1344,2037
"CG17593",1498,747,204,2639,2565,497,760,1229,1392
"CG3213",108,51,36,42,3,0,19,0,2
"CG8851",141,120,19,16,2,1,5,9,0
"Sr-CIV",66,36,9,0,13,1,6,4,2
"CG8852",186,179,35,51,52,5,35,31,29
"Spindly",693,319,146,1827,1681,340,490,535,1334
"Che-13",52,44,10,0,0,1,0,4,2
"CR44308",46,8,3,0,0,0,0,0,0
"drm",1137,406,136,1074,917,281,445,931,862
"CR44309",59,51,7,0,0,0,4,4,0
"CR44747",7,2,3,0,0,0,1,0,3
"CR43822",24,14,16,0,0,0,4,0,0
"CG43815",28,17,5,0,0,0,3,0,0
"sob",168,121,55,82,41,4,16,42,36
"CR43823",84,78,22,14,0,0,2,8,3
"odd",550,210,90,291,146,37,133,181,235
"CR44310",61,37,17,27,18,0,13,18,13
"Dot",204,127,34,205,137,29,77,103,128
"CG15418",82,35,27,152,153,13,47,54,104
"for",5958,2615,950,14444,13212,2594,3427,4983,8403
"mir-4972",4,4,0,25,0,2,4,1,0
"CG34340",234,126,49,110,70,14,39,69,65
"Sfp24Ba",28,32,6,0,0,0,1,0,0
"CG42463",28,38,9,0,0,0,1,0,0
"Sfp24Bb",31,10,8,0,0,0,4,0,0
"Sfp24Bc",25,10,2,0,0,0,0,0,0
"CG16704",233,80,26,186,379,77,54,73,94
"CG3513",24,18,3,2,4,0,0,2,0
"Acp24A4",20,20,7,0,3,5,5,0,0
"CG43165",46,21,14,43,31,7,12,7,12
"CG16713",165,33,6,233,257,38,66,110,86
"CG16712",2026,683,221,2560,2662,557,805,1572,1306
"CG3604",81,38,22,71,68,12,25,19,21
"CG10031",222,109,24,186,144,18,49,127,135
"CG42464",4,8,3,0,0,0,0,0,0
"CG42465",9,27,3,0,0,0,0,0,0
"Sfp24C1",10,21,0,0,0,0,2,0,0
"CG42467",27,18,9,0,1,0,3,0,0
"CG43145",52,24,11,0,0,0,4,0,0
"CR44311",20,13,3,0,0,0,0,0,2
"CG2816",51,37,8,15,5,3,4,15,13
"CG31778",585,201,75,543,483,79,279,287,376
"CG31777",241,144,48,379,314,100,112,248,191
"cutlet",569,290,113,1150,1226,235,258,358,608
"CG31955",180,91,29,298,236,55,69,102,73
"CG2818",617,389,139,1680,1103,249,317,436,732
"lectin-24A",34,45,17,6,0,0,7,4,2
"Shaw",660,331,95,511,317,98,131,211,216
"CG10019",409,241,110,241,149,52,69,89,146
"CG43707",643,497,96,272,177,52,110,202,175
"CG43703",23,4,4,0,0,0,4,0,0
"mir-1004",0,0,0,0,0,0,0,0,0
"CR43704",12,10,10,0,0,0,0,0,0
"bowl",707,376,144,732,553,174,285,478,423
"CG31960",29,12,11,9,0,0,3,1,0
"CG31958",27,22,13,0,0,0,0,0,0
"CG3921",1454,717,239,1522,1309,274,503,785,1142
"Reph",6080,2276,860,8489,5971,2247,2340,4803,6478
"CG3407",345,202,64,783,730,177,235,202,409
"CR44076",37,11,4,0,0,0,0,0,0
"CR44077",25,41,11,0,0,0,1,2,0
"slp1",90,56,20,65,14,3,18,23,11
"slp2",110,100,34,55,35,10,29,27,34
"CR44983",9,12,9,0,2,0,0,0,0
"CR45451",45,22,13,0,0,0,7,0,0
"CR45449",34,19,6,0,0,0,2,0,0
"CR45450",50,22,12,0,0,0,4,1,0
"CR44078",37,19,16,0,6,0,2,0,0
"CG3964",261,168,73,175,93,27,19,30,66
"Cep97",553,236,107,845,1047,161,293,345,508
"CG31957",145,104,33,260,256,47,73,109,241
"capu",986,479,172,1658,1453,300,404,386,680
"fred",454,309,88,168,144,59,41,79,133
"CG31773",134,88,29,25,6,5,6,4,0
"CG43797",34,28,7,0,3,0,5,3,0
"CR45344",25,34,16,0,0,0,6,0,0
"CG34176",662,296,86,1950,1692,311,460,864,933
"CG15422",246,127,31,342,483,52,122,140,222
"CG15423",257,155,29,376,511,61,122,255,217
"CG43773",15,9,8,0,21,0,6,4,23
"CG43774",229,105,32,245,213,53,97,185,139
"ed",4183,1634,627,9710,8033,1777,1989,3035,5152
"CR44984",97,64,23,205,93,43,57,137,94
"snoRNA:Me28S-C437",19,7,3,0,1,1,1,0,18
"Sr-CIII",46,51,20,19,12,0,4,0,5
"Sr-CI",485,220,79,735,527,186,190,360,178
"CG2955",71,75,27,0,0,1,5,0,1
"Or24a",96,60,21,19,12,4,8,0,19
"CR44057",10,32,7,12,14,3,4,6,4
"CG31961",462,243,63,890,765,182,243,288,480
"lectin-24Db",179,69,27,156,97,36,51,118,71
"CG3714",2000,743,319,3141,2757,779,681,1051,1470
"ft",837,625,225,246,128,28,77,75,123
"CG3702",1174,409,203,2005,1993,363,628,882,994
"RpL40",10861,5360,1326,23521,22789,4103,5489,8966,10703
"CR44608",32,42,13,20,22,1,5,7,3
"CR45720",48,22,6,4,0,0,2,0,0
"CR44058",62,58,16,7,0,0,2,0,3
"CR44059",57,67,13,0,0,0,2,0,0
"CR45294",28,25,5,0,0,0,2,0,0
"CR45295",8,11,1,0,0,0,0,0,0
"CR45296",30,19,9,0,0,0,0,0,0
"CG15425",75,47,9,9,0,0,2,0,0
"CR44080",80,32,20,0,0,0,0,0,0
"Art2",87,40,22,5,0,2,4,0,1
"tutl",1760,767,273,1750,1328,415,488,1004,952
"CG16857",528,188,87,449,371,76,120,301,228
"Atet",1087,515,162,1274,961,238,290,531,704
"mir-1005",0,0,0,0,0,0,0,0,0
"CR44697",32,4,0,11,0,0,0,4,0
"CR44698",14,9,1,0,0,0,0,3,4
"CR44699",35,18,1,0,0,0,1,0,0
"CR44700",19,13,2,0,0,0,1,0,0
"CG15429",39,31,16,9,0,0,4,0,0
"Traf4",342,201,56,229,213,58,61,89,109
"CR45363",36,51,16,3,0,0,7,0,3
"CG17612",453,187,63,843,846,193,237,265,567
"CG3338",507,239,77,802,805,152,287,336,419
"Psf2",165,87,36,201,271,53,64,92,152
"Tps1",5935,1965,748,9399,7048,2049,2954,3869,5083
"CG3652",439,213,55,656,632,148,197,227,379
"l(2)k05819",1641,739,210,3878,3701,634,896,1336,2156
"CG33003",82,90,33,74,20,8,10,25,33
"Dim1",345,106,62,628,628,152,211,335,427
"CG15431",490,281,71,209,243,34,65,61,111
"CG43055",59,27,15,24,172,45,12,48,115
"CG34177",0,0,0,0,0,0,0,0,0
"CG34178",0,0,0,0,0,0,0,0,0
"CG43056",40,23,10,0,0,0,0,2,0
"Sfp24F",40,30,10,0,0,0,12,5,0
"CG15432",783,360,139,1234,1049,265,498,797,981
"morgue",375,188,53,684,572,98,123,188,262
"Elp3",467,219,60,729,783,130,182,231,418
"MFS18",502,192,75,836,639,152,252,300,549
"CG15439",724,389,141,1769,1643,285,475,574,935
"CG15440",194,65,44,145,251,38,53,68,83
"CG15434",100,39,11,78,59,9,33,69,42
"Gs1l",509,270,66,952,922,188,227,488,386
"RpL27A",21968,11603,2967,31994,26384,8413,9886,21440,19069
"snoRNA:Me18S-C1831",31,10,1,15,10,3,14,27,23
"mRpL27",545,216,87,751,785,152,229,352,484
"CG15435",575,404,109,1619,1405,369,358,530,881
"CG15443",322,129,46,402,495,95,130,198,251
"CG15436",232,130,50,499,441,82,128,155,236
"CG17840",185,125,47,189,173,30,57,83,98
"ine",608,341,80,602,495,162,200,380,338
"dp",10286,4714,1542,12495,10167,2790,2414,5078,5020
"HP6",14,4,6,0,4,0,1,2,0
"CR43716",42,36,9,0,6,1,3,11,10
"CR44609",113,101,21,6,3,0,7,0,0
"CR45452",18,9,10,0,0,0,3,0,0
"BG642163",87,77,24,13,0,0,2,0,0
"CG15635",163,158,54,14,0,0,7,2,1
"CG43798",18,24,3,0,0,0,0,0,0
"CG3355",48,53,21,3,0,0,0,0,3
"CG11929",151,119,23,0,0,0,2,0,2
"Bsg25A",64,37,21,0,0,0,8,0,11
"Elba3",91,56,11,0,6,0,0,2,2
"CG3251",110,55,35,45,0,0,4,0,0
"CG34351",226,172,35,76,72,20,27,35,43
"Taf12L",20,28,11,10,18,0,10,6,4
"CG15631",92,66,11,7,15,2,0,9,6
"CG15630",291,179,45,127,139,54,56,97,87
"CG42523",40,36,17,11,0,0,9,0,0
"CG3294",173,103,24,117,84,15,52,49,61
"Clect27",766,376,95,610,767,187,274,511,429
"CR45297",20,2,2,0,3,0,0,0,0
"CG15629",94,83,23,98,82,8,14,33,38
"CG3225",207,144,48,312,211,40,74,85,159
"mir-4910",0,0,0,0,0,0,0,0,0
"CG15628",2560,973,306,3590,2548,811,798,1815,1503
"CG2976",387,177,69,724,672,84,198,273,355
"mir-4912",0,0,0,0,0,0,0,0,0
"Ir25a",247,166,71,35,28,5,21,12,15
"tank",805,521,101,1837,1534,406,487,687,1041
"CG12194",318,190,45,292,200,41,75,145,141
"mxt",2398,949,324,4126,3273,887,860,1545,2083
"CG11927",481,204,85,1069,1109,171,302,309,604
"mRpS2",344,172,47,584,562,127,192,348,380
"Mon1",610,324,116,1158,1148,211,329,427,774
"pog",588,372,104,304,196,51,67,121,158
"Cf2",3806,1559,481,8596,7526,1730,1736,2866,4337
"CG3008",1345,512,141,1345,1416,436,540,834,1158
"CG15625",77,44,13,7,2,0,0,0,0
"CG3036",2626,821,333,2917,2307,591,1035,2157,1709
"CG2837",102,92,34,27,44,3,3,9,19
"hoe1",2116,915,313,3761,3268,644,868,1377,1941
"hoe2",247,176,69,40,32,1,18,29,17
"Sgs1",172,143,36,25,31,5,20,18,3
"CG14044",96,52,16,25,15,2,10,3,1
"mRpL24",777,349,119,1462,1316,242,357,601,812
"betaggt-I",746,279,112,1077,1228,248,319,562,779
"jet",182,114,38,275,331,73,93,159,187
"Jon25Biii",11610,5173,1514,22255,21737,3162,6654,8464,11024
"Jon25Bii",5913,2439,824,13193,10240,1597,3839,3744,5450
"Jon25Bi",5271,1718,767,15963,12552,2203,3364,3340,6414
"Marcal1",339,184,76,794,764,171,201,152,453
"CG34124",311,251,102,46,3,0,19,3,0
"CR43824",84,37,22,12,0,0,0,2,0
"CG34125",231,123,22,328,354,35,64,156,202
"Trip1",2094,748,337,3743,3909,728,1120,1286,2150
"Scox",348,177,50,869,713,135,165,265,402
"CG3756",461,174,70,533,495,97,136,260,372
"l(2)05714",729,379,136,1509,1620,310,421,550,841
"CG14043",705,268,122,1007,1047,222,296,385,615
"mRpL28",456,299,80,658,712,159,215,331,501
"Gmd",406,201,81,696,681,141,223,249,416
"CG3792",487,210,91,838,718,173,266,312,544
"CG8891",224,103,23,238,326,56,109,133,171
"CG8892",291,172,88,835,758,139,230,219,370
"CG34126",1624,779,299,3268,3320,538,643,1091,1626
"Rtnl1",7382,3201,1075,11897,10519,2580,3653,5963,6989
"Tfb5",0,0,0,0,0,0,0,0,0
"CG31917",0,0,0,0,0,0,0,0,0
"CG3887",1044,453,160,1999,1825,347,496,842,982
"vkg",5608,2079,743,6338,5662,1376,1994,3798,3138
"Cg25C",7552,2748,957,9340,9101,2168,2771,5290,4701
"SP555",0,0,0,0,0,0,0,0,0
"CG14042",0,0,0,0,0,0,0,0,0
"CG31650",728,310,115,1191,1436,219,356,520,786
"CG33995",0,0,0,0,0,0,0,0,0
"CG44001",0,0,0,0,0,0,0,0,0
"CG44000",0,0,0,0,0,0,0,0,0
"CG9121",184,152,37,176,107,35,19,21,19
"eIF-3p40",4119,1815,526,7931,7187,1511,2258,3617,4393
"CG14040",526,190,80,816,1141,152,269,338,559
"CG14036",729,406,87,2213,1736,376,553,701,1209
"His3.3A",1536,705,217,2681,2641,497,741,1187,1420
"CG31918",289,99,54,284,310,68,70,120,334
"Rpn11",2103,1143,404,4813,4965,1131,1396,2195,2989
"CR45291",12,22,1,6,0,0,0,0,0
"qtc",1237,492,144,1218,957,240,336,652,717
"CR43820",50,34,11,16,0,0,5,0,3
"mir-2495",0,0,0,0,0,0,0,0,0
"CR45305",11,15,1,0,0,0,5,0,0
"RpL37A",3628,1497,502,6306,4848,1429,1743,2577,3220
"pgant5",3141,1254,528,6490,5614,1185,1541,2218,3917
"CG5828",531,271,66,1271,1293,222,257,367,661
"CG4230",482,239,87,791,705,164,141,260,439
"CG8680",510,263,52,729,771,146,209,420,412
"Msp300",61863,20187,7209,84971,67874,19284,22538,41865,42473
"snoRNA:Psi28S-2263",30,9,5,3,2,2,3,3,14
"snmRNA:765",0,0,0,0,0,0,0,0,0
"snmRNA:128",0,0,0,0,0,0,0,0,0
"snoRNA:Psi18S-525k",11,0,4,10,6,4,4,1,5
"snmRNA:158",0,0,0,0,0,0,0,0,0
"Cyp28d2",192,143,53,172,140,63,23,38,15
"Cyp28d1",525,259,67,768,708,168,201,142,310
"CG7742",199,160,49,13,11,0,23,2,4
"CG14034",80,77,12,8,0,0,7,0,0
"TpnC25D",229,126,28,183,224,46,80,150,136
"tkv",2413,952,374,4077,3581,848,1053,1662,2372
"CR44744",62,42,24,0,0,6,10,0,0
"Cyp4ac1",210,93,45,140,89,27,78,96,104
"Cyp4ac2",234,99,41,195,86,47,63,94,146
"Cyp4ac3",111,107,19,84,57,8,25,25,51
"Bsg25D",3232,1414,453,6918,6960,1378,1642,2510,4053
"Bub1",1804,944,304,4969,4621,904,1086,1628,2892
"CR44743",56,39,11,16,2,0,2,4,0
"CR44742",31,22,6,0,2,0,10,0,1
"vri",2096,853,201,2511,1660,467,1124,2028,2332
"CR45730",29,20,3,0,0,1,7,0,0
"CG14024",152,112,55,98,44,14,26,40,23
"Ncoa6",8242,3286,1112,21236,19825,3962,4504,6857,11929
"CR44985",22,13,9,14,0,0,3,0,0
"cype",1252,523,164,1712,1702,333,476,832,918
"CG14022",545,253,76,268,311,101,158,345,271
"TotM",1056,157,112,326,133,500,43,181,129
"fusl",464,270,107,511,331,97,143,160,301
"CG12512",699,262,94,423,430,107,249,412,309
"nompC",429,295,116,89,38,10,44,33,47
"CR42850",103,63,19,0,0,0,3,0,0
"CR44745",57,43,14,0,0,0,4,0,0
"H15",302,152,40,90,110,24,60,109,138
"CR43713",57,25,12,0,0,0,7,0,4
"CR43714",57,19,7,0,0,0,8,0,0
"CR43715",35,30,12,0,0,0,4,6,0
"CR31647",82,51,25,1,0,0,1,2,0
"snoRNA:Me28S-A2486",12,3,1,0,0,0,0,0,0
"mid",638,328,88,399,245,60,271,380,421
"CR45287",16,34,2,0,0,0,0,0,0
"CG14020",64,48,40,24,1,0,6,3,0
"CG7382",321,214,38,534,627,61,108,166,191
"cl",1765,727,217,2862,3009,521,813,1286,1554
"CG7371",582,224,97,792,739,158,303,360,588
"CG6907",573,366,95,1533,1631,223,360,496,647
"CR44793",32,44,3,15,2,0,4,0,0
"Cap-D3",504,301,84,487,561,83,156,177,386
"CG31648",204,127,32,343,377,50,96,210,228
"CG31915",399,266,57,881,650,120,190,310,319
"CG7277",389,214,58,822,744,140,195,330,405
"tomb",21,39,24,14,3,1,2,0,1
"CG14015",179,118,26,42,45,9,31,13,38
"Hel25E",4040,1596,596,9446,9476,1886,2262,3405,5485
"Lam",3560,1831,551,9077,8037,1654,2145,3273,4981
"Oscillin",271,112,54,322,177,48,74,111,145
"CG14014",30,31,7,0,2,0,0,3,3
"CG18269",67,46,14,0,0,0,2,0,6
"CG14013",53,24,14,10,0,0,5,0,0
"CG14017",33,28,10,0,0,0,0,0,0
"GluRIIA",246,173,58,119,67,18,47,38,28
"GluRIIB",203,166,23,42,6,2,14,0,13
"CR44794",30,25,13,0,0,0,0,0,0
"snRNA:U4:25F",4,8,3,0,0,0,0,0,0
"CG14011",54,39,31,0,1,0,5,0,0
"CG7251",61,59,20,30,0,0,5,2,0
"CG18266",109,85,43,1,0,0,7,0,0
"CG14010",183,104,46,12,12,6,19,17,25
"CR44795",10,20,5,21,0,0,4,0,0
"CR44796",24,26,15,0,1,0,2,0,3
"Cyp6a16",165,95,28,10,2,1,8,0,9
"CG31646",184,148,44,74,37,2,9,7,16
"CR44822",18,19,8,0,0,0,3,0,0
"mir-959",11,9,5,0,0,0,0,0,0
"mir-960",0,5,0,0,0,0,0,0,0
"mir-961",2,0,0,0,0,0,0,0,0
"mir-962",4,4,3,0,0,0,0,0,0
"mir-963",0,0,0,0,0,0,0,0,0
"mir-964",0,4,0,0,0,0,1,0,0
"CR44821",10,27,5,0,0,0,4,0,0
"Hsp60C",146,97,27,0,0,0,3,2,5
"CG12511",45,38,14,1,0,0,3,1,0
"CR44819",56,57,30,0,0,0,16,0,0
"CR44820",46,38,15,0,0,0,11,0,0
"CG7236",122,108,39,11,14,5,15,5,16
"CG14007",80,44,17,17,4,0,5,2,1
"CR44818",41,46,7,5,0,0,2,0,1
"CG34011",63,55,20,0,0,3,1,0,0
"CG11149",172,113,38,131,136,25,25,41,79
"sip1",426,194,99,562,537,111,165,219,355
"CG11030",1260,577,170,1784,1571,373,527,810,970
"CG14006",127,87,24,7,0,2,7,1,4
"CG11147",1934,581,316,1991,1503,520,764,1176,1368
"CG11029",184,77,28,77,55,19,41,41,30
"obst-E",243,93,27,193,172,42,48,136,84
"CG9171",1699,757,251,3366,2779,805,695,1125,1809
"CR31912",89,60,17,24,0,0,1,5,1
"CG31913",26,29,8,0,0,0,0,1,0
"CG14005",645,329,82,1726,1571,283,440,505,858
"CG7239",462,307,86,1301,1046,263,345,402,693
"CG11034",1058,409,138,2054,1607,350,550,814,1093
"CR44575",22,24,4,0,5,0,1,0,0
"CR44576",40,16,9,0,0,0,3,0,0
"CG43307",20,22,4,0,0,0,3,2,0
"CG31644",30,13,14,0,0,0,1,3,0
"TrissinR",293,206,69,212,107,25,56,62,102
"rau",432,206,64,419,433,98,103,202,192
"CG44574",15,23,7,8,0,0,2,0,0
"Sfp26Ac",15,20,8,0,0,0,1,0,0
"CG43185",23,8,1,0,3,0,0,0,0
"CG9029",36,9,10,12,0,0,0,0,0
"CR44577",54,7,7,1,0,0,0,0,0
"CR44578",8,14,0,0,0,0,0,0,0
"Acp26Ab",34,22,16,0,0,2,5,0,0
"Acp26Aa",39,36,11,80,9,0,4,1,0
"CR44579",19,12,2,7,1,3,0,0,0
"CG9021",54,50,19,12,0,0,4,9,0
"CR43808",57,57,15,22,1,0,7,0,0
"bchs",1346,662,228,1583,1260,209,382,552,770
"CG14000",63,60,22,20,0,1,12,3,3
"CG9016",15,22,7,1,5,0,5,6,4
"CR43926",74,36,9,0,2,0,1,0,1
"dsf",147,113,43,20,0,0,6,2,6
"CR45288",12,1,1,7,0,0,2,0,0
"CR45289",22,9,6,12,0,0,1,0,0
"Sfp26Ad",21,22,14,0,0,0,3,0,0
"Gpdh",7199,2756,1121,12210,10362,2785,3559,6091,7141
"CR44986",89,57,24,30,15,9,8,2,10
"CG9044",1497,592,215,2857,2234,497,705,967,1631
"CG13999",69,41,15,13,5,1,7,7,3
"CG13998",83,48,14,48,63,4,18,39,31
"Vm26Ab",27330,23259,5290,85353,73411,4807,16860,42787,35749
"Vm26Ac",214,304,107,454,760,31,294,432,392
"Vm26Aa",24090,15266,4137,54199,59194,3711,14583,23864,28418
"psd",1797,1753,427,5304,5300,314,1577,2672,2493
"CG13992",860,403,94,991,1036,171,305,857,631
"Ucp4C",55,57,21,0,1,0,2,4,1
"Ucp4B",61,51,22,0,0,0,5,0,3
"CR43465",51,63,31,109,85,19,2,20,6
"chic",17491,8841,2432,33451,29974,8193,9441,17203,21072
"eIF-4a",19515,7841,2213,36520,31674,7155,9311,15993,18780
"ifc",1790,645,233,3068,3094,657,867,1231,2045
"lid",6284,2714,848,15922,15674,2976,3681,5283,8937
"Tsp26A",276,139,61,225,171,28,62,118,142
"Gal",288,152,72,101,157,27,61,77,110
"CR43866",101,68,41,17,14,3,0,0,0
"CG9098",473,265,106,306,255,77,110,156,284
"H2.0",106,87,25,27,22,1,15,27,9
"CG13996",20,12,5,0,0,0,0,0,0
"CG9107",521,282,80,635,642,163,200,287,479
"CG9109",113,110,26,4,4,0,7,0,8
"mtm",442,214,102,776,770,177,246,328,483
"CG9117",94,91,26,129,141,43,24,64,69
"CG31643",325,237,53,626,549,99,146,162,306
"ade2",1342,550,193,2914,2408,485,566,929,1027
"mir-966",1,5,0,18,2,0,2,0,0
"slmo",159,43,31,196,106,36,50,125,106
"CG34179",0,0,0,0,0,0,0,0,0
"CG12393",294,195,62,496,505,78,125,150,242
"CG9135",1250,617,220,4180,4087,734,966,1086,2284
"CG13995",298,163,60,148,104,32,58,111,68
"CG34180",34,24,3,1,6,0,5,7,6
"CG9140",2122,843,289,3355,2704,770,929,1358,1600
"CG13994",719,431,105,1307,1205,349,397,588,794
"Fbw5",464,219,109,589,702,127,245,278,454
"CG9147",159,110,40,258,202,30,83,88,114
"CG9150",51,41,8,0,2,1,1,0,0
"CG13993",1130,515,208,1853,1888,505,748,1030,1541
"CG9154",104,105,37,135,95,29,52,70,43
"Kr-h2",2361,979,325,4243,4086,890,1177,2146,2354
"CR43801",44,18,19,11,0,0,13,6,0
"CR9162",88,49,21,35,19,2,9,26,7
"CR44773",12,19,7,1,3,0,0,0,3
"Kr-h1",960,224,99,510,521,155,476,803,645
"CG45075",0,0,0,0,0,0,0,0,0
"CG9175",392,236,62,714,714,122,148,287,335
"stai",3952,1521,596,9422,9533,1645,2246,2847,5863
"CG31642",193,83,39,45,61,14,26,24,68
"Arpc4",331,192,44,641,597,128,156,312,352
"WDR79",305,189,48,667,542,98,144,169,308
"tectonic",0,0,0,0,0,0,0,0,0
"CG42730",0,0,0,0,0,0,0,0,0
"CG9222",68,62,12,0,2,0,2,0,0
"CR45719",21,23,12,0,0,0,2,0,0
"CR44824",29,10,11,0,0,0,5,1,0
"CG13991",232,183,64,9,0,5,12,2,3
"Muc26B",35,36,14,10,0,0,2,5,2
"CG31639",36,19,13,0,0,0,0,0,0
"CG13989",31,24,10,0,0,0,5,0,0
"CG34380",564,319,142,686,457,85,121,287,379
"Ugt37b1",111,83,28,5,14,5,6,10,24
"CR44823",13,12,2,0,0,0,0,0,0
"Ddr",288,266,90,62,64,18,18,26,41
"CG9486",225,78,44,150,179,32,74,88,75
"CG13983",21,40,9,27,0,0,6,0,9
"CR42735",12,16,5,0,0,0,2,0,3
"CG43922",28,11,8,0,0,0,0,0,0
"CG13984",42,26,9,4,6,0,9,0,2
"PDZ-GEF",3068,1331,468,8322,7167,1439,1669,2321,4505
"Pez",2007,832,252,5573,4939,989,1168,1583,2755
"Cpr",9023,3057,987,14961,11132,2611,4266,6332,6356
"CG9497",188,87,30,140,120,29,75,82,78
"CG9498",896,182,85,484,574,98,239,361,192
"ppk7",75,54,17,7,0,0,4,0,0
"ppk14",114,72,31,31,0,6,2,0,5
"CG9500",101,56,17,0,0,0,8,4,0
"CR44777",90,75,20,0,0,0,1,3,0
"CR44778",63,45,18,11,0,0,4,0,0
"CG9505",346,113,67,59,51,45,130,145,162
"slam",837,495,161,2614,2795,529,628,610,1422
"CG42368",284,156,61,223,164,83,66,79,85
"CG9507",146,84,32,46,21,7,17,16,14
"CG42370",224,88,42,230,129,78,43,51,74
"CG42369",916,284,82,1191,937,290,347,371,424
"CG13982",118,50,27,114,90,21,19,26,41
"Tig",1955,761,306,2431,2137,590,854,1372,1455
"Fic",726,383,105,1534,1619,367,386,553,917
"CG9527",1242,484,167,1475,992,252,448,570,827
"retm",1033,454,160,1789,1637,382,483,556,959
"frj",1342,456,176,1778,1823,439,577,843,986
"CG16947",230,173,52,311,344,77,65,74,168
"CG9531",190,121,27,291,272,41,69,114,164
"mmy",1372,568,202,2830,2612,583,788,1149,1781
"CG9536",983,438,201,2032,1787,461,539,927,1231
"Sec61alpha",3397,1425,517,6516,5886,1117,1648,3095,3142
"CR45463",8,33,5,11,4,4,3,3,0
"DLP",6076,2470,881,13773,12867,2952,3715,5121,9381
"KFase",102,61,15,56,37,2,24,34,10
"epsilonCOP",339,161,61,744,721,72,144,222,301
"CG9548",134,70,29,131,317,66,78,115,122
"CG31638",574,260,119,970,909,186,233,319,504
"CG9547",450,171,76,923,719,139,163,347,372
"CG9550",70,56,19,37,7,1,7,0,11
"CG31637",904,361,121,1637,1489,259,346,475,910
"CR44775",72,51,16,0,16,3,6,0,10
"eya",808,329,136,887,531,165,256,520,507
"CR44776",45,37,11,14,5,2,2,0,0
"Osm6",100,78,14,0,5,1,14,8,4
"CoVb",8003,4890,1327,10460,9686,2693,3672,8278,6595
"CG9596",561,293,100,774,730,228,262,378,449
"CG11043",55,25,10,15,13,3,3,4,4
"Ent2",1260,586,191,2225,2154,430,554,954,1263
"CG13766",165,90,34,369,265,40,61,67,166
"CG11319",1054,610,205,976,700,228,240,541,456
"CG11050",2554,831,267,4124,3779,825,1055,1605,2114
"CG11320",108,51,19,20,10,6,12,0,15
"CR44913",24,20,10,44,39,26,2,14,6
"CG34345",89,64,33,8,9,4,8,0,9
"Oatp26F",147,136,31,0,0,0,4,2,1
"CG31635",6829,2647,793,14200,12511,2750,3238,4875,7751
"Tango1",3089,1274,399,5753,5582,1124,1437,2145,3315
"CG31633",233,106,58,224,292,69,70,103,141
"CG31636",136,65,54,47,28,5,22,42,36
"CG11070",890,441,149,2031,2000,366,441,696,1057
"CG13771",79,90,27,0,1,0,2,5,0
"CG34310",220,94,22,230,344,51,89,183,208
"cup",0,0,0,0,0,0,0,0,0
"Galt",485,219,88,795,775,241,245,372,342
"Spn27A",1100,484,139,1757,1502,300,436,704,878
"cort",367,184,63,714,732,170,224,245,404
"CG11329",112,92,22,364,379,60,69,117,167
"Nhe3",1354,619,204,2586,2344,561,578,825,1375
"CG11327",104,94,31,38,7,0,3,1,2
"Tsp",521,302,98,406,353,77,101,142,206
"AkhR",390,219,83,472,286,110,174,205,241
"Aatf",815,342,140,1365,1307,273,397,580,904
"homer",1684,720,227,3722,3428,665,874,1135,2052
"Liprin-alpha",2469,912,308,4900,4068,769,1117,1588,2492
"TTLL3B",114,67,32,40,9,1,12,0,0
"TTLL3A",114,163,34,37,2,4,7,0,0
"CG11221",244,162,31,99,109,33,36,66,51
"CG31910",39,29,13,3,0,0,2,0,0
"snoRNA:Me28S-G2743",11,4,0,0,2,0,2,3,0
"CG44271",42,25,3,3,0,0,2,0,0
"CG11322",98,51,18,2,9,11,5,6,0
"CG11321",2690,1001,286,2942,2370,660,858,1480,1292
"CG17378",239,141,35,65,53,13,7,42,39
"nrv1",4619,1634,641,8852,7552,1775,1934,3378,4664
"nrv2",1537,616,217,1495,1486,415,594,1053,991
"CR43610",4,12,11,0,0,0,2,0,0
"CG17376",50,31,10,0,0,0,3,1,0
"CG17377",72,56,21,1,0,0,6,1,0
"CG11236",102,41,33,119,115,38,49,66,44
"CG17375",50,61,21,1,2,0,1,0,3
"CR44081",28,36,4,0,0,0,0,0,0
"sens-2",364,207,79,389,315,66,99,200,210
"Rca1",732,417,113,2138,2422,402,536,590,1197
"l(2)k09022",2037,788,283,3075,2887,485,614,1039,1534
"Nha1",566,319,110,639,332,99,185,314,293
"CR44915",28,47,8,0,0,0,0,6,0
"CR44914",95,59,23,34,12,2,5,6,13
"Nlg2",527,273,116,202,143,30,97,104,123
"mir-932",2,7,0,0,0,0,0,0,0
"CG13773",996,369,125,1644,1508,373,410,670,1072
"Rat1",1956,814,311,3706,3379,822,922,1606,2441
"Wee1",736,279,132,1756,1619,285,356,492,817
"x16",1116,532,184,2586,2667,504,750,965,1729
"CG32829",149,79,19,40,38,18,37,98,70
"nop5",3591,1568,498,6024,6328,1094,1816,2997,3672
"snoRNA:nop5-x16-a",6,3,10,12,5,2,4,9,10
"Hrb27C",39658,13860,5344,61097,49049,14277,15632,31237,40303
"CG43232",8,2,3,0,0,0,0,0,0
"CG18304",912,407,169,766,537,173,188,283,282
"CG10158",1037,576,159,2403,2365,577,639,1055,1395
"ihog",404,321,110,1153,1207,213,220,380,752
